OTU,ARMS_Gdynia_GDY1_20190619_20191029_MF100_r1,ARMS_Gdynia_GDY1_20190619_20191029_SF38_r1,ARMS_Crete_1HERP_20180928_20190128_MF125_DMSO_r1,ARMS_Crete_1HERP_20180928_20190128_MF125_ETOH_r1,ARMS_Bodo_GStraB_20190621_20201207_MF100_r1,ARMS_Bodo_GStraB_20190621_20201207_MF500_r1,ARMS_Bodo_GStraB_20190621_20201207_SF50_A_r1,ARMS_Bodo_GStraM_20190621_20201207_MF100_r1,ARMS_Bodo_GStraM_20190621_20201207_MF500_r1,ARMS_Bodo_GStraM_20190621_20201207_SF50_A_r1,ARMS_Vigo_TorallaC_20190625_20191014_SF40_r1,ARMS_Limfjord_Green33_20191029_20201110_MF100_r1,ARMS_Limfjord_Green33_20191029_20201110_MF500_r1,ARMS_Limfjord_Green33_20191029_20201110_SF40_r1,ARMS_Limfjord_Red2_20191029_20201110_MF100_r1,ARMS_Limfjord_Red2_20191029_20201110_MF500_r1,ARMS_Limfjord_Red2_20191029_20201110_SF40_r1,Classification,TAXON:NCBI_TAX_ID
Otu27,0,0,0,0,0,0,0,0,0,0,0,6,1757,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Teleostei;NA;NA;NA;NA;NA,Teleostei:32443
Otu621,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Foraminifera;Globothalamea;Rotaliida;NA;NA;NA;NA;NA,Rotaliida:29185
Otu622,0,0,0,0,0,19,0,1,7,10,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Selenidium1;boccardiellae;NA;NA;NA;Selenidium1_boccardiellae,Apicomplexa:5794
Otu623,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Urosporidae;Difficilina;NA;NA;NA,Urosporidae:340202
Otu628,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Dendronotoidea-Arminoidea-Aeolidoidea;NA;NA;NA;NA,Gastropoda:6448
Otu714,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;CCW10-lineage;NA;NA;NA;NA,Ventricleftida:1938500
Otu828,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Novel-Clade-2;NA;NA;NA;NA;NA,Filosa-Imbricatea:1736114
Otu829,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Araphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu715,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Seriata;Archiloa;NA;NA;NA,Archiloa:44219
Otu822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Main genome;Eukaryota;Rhizaria;Cercozoa;NA;NA;NA;NA;NA;NA;NA,Cercozoa:136419
Otu823,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,6,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;Chaetoceros;NA;NA;NA;NA,Chaetoceros:49237
Otu820,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,6,Main genome;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;NA;NA;NA;NA,Noelaerhabdaceae:418966
Otu821,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,6,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;LAB17;NA;NA;NA,Thraustochytriaceae:33674
Otu826,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,6,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-B;NA;NA;NA,Dolichomastigaceae:1525217
Otu716,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;EUG3;NA;NA;NA;NA,Eugregarinorida:35087
Otu824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Marimonadida;NA;NA;NA;NA;NA,Marimonadida:1736122
Otu717,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;NA;NA;NA;NA;NA;NA;NA;NA,Opisthokonta:33154
Otu710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;NA;NA;NA;NA;NA;NA,Syndiniales:88547
Otu711,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,8,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;NA;NA;NA;NA;NA,Phagomyxida:2779610
Otu712,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Sphenia;perversa;NA;Sphenia_perversa,Sphenia_perversa:457835
Otu713,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu1768,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;Cyphoderiidae;NA;NA;NA;NA,Cyphoderiidae:178373
Otu973,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Scyphozoa;NA;NA;NA;NA;NA,Scyphozoa:6142
Otu1763,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;NA;NA;NA;NA,Thraustochytriaceae:33674
Otu1762,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Agaricostilbomycetes;NA;NA;NA;NA,Agaricostilbomycetes:162480
Otu1761,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;Navicula;NA;NA;NA;NA,Navicula:50949
Otu1760,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;Amphora;NA;NA;NA;NA,Amphora:59796
Otu1767,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;Dilabifilum;NA;NA;NA;NA,Dilabifilum:908849
Otu1765,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;NA;NA;NA;NA;NA,Demospongiae:6042
Otu1764,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu1420,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu1421,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Capitella;NA;NA;NA;NA;NA,Capitella:51293
Otu1423,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Foraminifera;Allogromida;NA;NA;NA;NA;NA;NA,Allogromida:196920
Otu1424,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Selenidium1;boccardiellae;NA;NA;NA;Selenidium1_boccardiellae,Apicomplexa:5794
Otu1426,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu1427,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu1428,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu1429,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu1398,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Follicularia;NA;NA;NA;NA,Follicularia:1082341
Otu1399,0,2,0,0,0,2,3,3,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA,Dinoflagellata:2864
Otu1392,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;Cocconeis;NA;NA;NA;NA,Cocconeis:216715
Otu1393,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Gastrotricha;Chaetonotus;NA;NA;NA;NA;NA,Chaetonotus:68038
Otu1391,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;PHYLL;NA;NA;NA;NA,Suctoria:39462
Otu1396,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Protoperidiniaceae;NA;NA;NA;NA,Protoperidiniaceae:261838
Otu1397,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Litostomatea;Haptoria;Spathidiida;NA;NA;NA;NA,Haptoria:197905
Otu1394,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;NA;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu1395,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;NA;NA;NA;NA;NA;NA,Oligohymenophorea:6020
Otu29,0,0,0,0,53,221,0,14,0,0,1,35,13,2183,18,6,2111,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;NA;NA;NA;NA;NA,Chromadorea:119089
Otu28,3,0,0,0,141,2842,14,35,2281,4,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;NA;NA;NA;NA;NA;NA,Phaeophyceae:2870
Otu1554,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;NA;NA;NA;NA;NA,Cryptomycota:1031332
Otu1555,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;NA;NA;NA;NA;NA,Agaricomycotina:5302
Otu21,3,0,0,0,56,1665,165,41,2891,114,7,0,0,3,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadophyceae;Pseudoscourfieldiales;Pycnococcaceae;NA;NA;NA;NA,Pycnococcaceae:41878
Otu20,0,0,0,0,3108,12,32,77,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Typosyllis;NA;NA;NA;NA;NA,Typosyllis:199571
Otu1553,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;NA;NA;NA;NA;NA,Chlamydomonadales:3042
Otu1086,6,3,0,0,2,0,0,5,0,0,0,3,0,2,2,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu1084,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Amoebozoa;Lobosa;Tubulinea;NA;NA;NA;NA;NA;NA,Tubulinea:555369
Otu1082,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;NA;NA;NA;NA;NA,Suctoria:39462
Otu1083,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;NA;NA;NA;NA;NA;NA,Filosa-Imbricatea:1736114
Otu1080,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;Pleurosira;NA;NA;NA;NA,Pleurosira:210608
Otu1081,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;NA;NA;NA;NA;NA;NA;NA,Fungi:4751
Otu1089,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Oblongichytrida;Oblongichytridiaceae;NA;NA;NA;NA,Oblongichytrida:2699530
Otu64,0,0,0,0,0,0,3,0,0,0,0,31,0,328,31,6,859,Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;NA;NA;NA;NA;NA,Demospongiae:6042
Otu707,2,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1,0,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;NA;NA;NA;NA;NA,Hypotrichia:5934
Otu589,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Diarthrodes;NA;NA;NA,Diarthrodes:512218
Otu588,0,0,0,0,11,0,0,19,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;NA;NA;NA;NA;NA,Chromadorea:119089
Otu581,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;NA;NA;NA;NA;NA;NA;NA;NA,Opisthokonta:33154
Otu580,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Foraminifera;Tubothalamea;NA;NA;NA;NA;NA;NA,Foraminifera:29178
Otu583,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida;NA;NA;NA;NA,Sessilida:1974272
Otu582,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;PHYLL;NA;NA;NA;NA,Suctoria:39462
Otu585,0,0,0,11,0,7,7,0,0,0,0,1,0,9,2,1,1,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;Phagomyxidae;Phagomyxa;NA;NA;NA,Phagomyxa:167534
Otu584,0,0,0,11,0,0,0,0,0,0,0,1,0,0,6,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu587,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae;NA;NA;NA;NA,Strombidiidae:60004
Otu95,0,0,0,0,7,21,370,0,1,3,0,0,0,20,0,0,46,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-IV;Dino-Group-IV-Hematodinium-Group;NA;NA;NA;NA,Syndiniales:88547
Otu1172,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Chrompodellids;Colpodellidea;Colpodellida;Colpodellaceae;Voromonas;NA;NA;NA,Voromonas:333132
Otu1173,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu1171,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;NA;NA;NA;NA;NA;NA;NA,Fungi:4751
Otu1176,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Plasmodiophorida;Spongospora;NA;NA;NA;NA,Spongospora:70185
Otu1177,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;Sandonidae;NA;NA;NA;NA,Sandonidae:2586441
Otu1174,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Haliphthorales;NA;NA;NA;NA;NA,Oomycota:4762
Otu453,54,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Novafabricia;labrus;NA;NA;NA;Novafabricia_labrus,Novafabricia_labrus:431164
Otu452,28,5,0,26,3,0,0,0,0,0,0,2,6,0,0,2,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu1178,2,1,0,0,0,4,1,0,7,0,0,0,0,2,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;NA;NA;NA;NA,Chytridiomycetes:451435
Otu1179,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;NA;NA;NA;NA;NA;NA;NA,Cercozoa:136419
Otu457,0,0,0,0,19,0,0,8,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu456,24,0,0,0,32,13,0,1,7,7,0,3,1,1,3,3,2,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Oblongichytrida;Oblongichytridiaceae;Oblongichytrium;NA;NA;NA,Oblongichytrium:420539
Otu455,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;Acrochaete;NA;NA;NA;NA,Acrochaete:188557
Otu454,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peniculia;Peniculida;NA;NA;NA;NA,Peniculida:33825
Otu1374,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;NA;NA;NA;NA,Malacostraca:6681
Otu1375,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Penardia-lineage;NA;NA;NA;NA,Vampyrellida:1367446
Otu1376,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;NA;NA;NA;NA;NA;NA;NA;NA,Alveolata:33630
Otu1377,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Clade-I;NA;NA;NA;NA;NA,Chrysophyceae:2825
Otu1370,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Amylax;NA;NA;NA,Amylax:447207
Otu1371,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;Fabomonas;NA;NA;NA;NA,Fabomonas:1291204
Otu1372,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;NA;NA;NA;NA;NA;NA;NA,Fungi:4751
Otu1373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;NA;NA;NA;NA;NA;NA,Oligohymenophorea:6020
Otu1378,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;PHYLL;NA;NA;NA;NA,Suctoria:39462
Otu1379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;NA;NA;NA;NA;NA,Planomonadidae:1294546
Otu459,0,0,0,0,3,40,13,1,44,1,0,0,0,33,0,0,30,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-B;NA;NA;NA,Dolichomastigaceae:1525217
Otu458,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;Didemnum;NA;NA;NA;NA,Didemnum:107394
Otu76,572,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Enoplea;Anoplostoma;NA;NA;NA;NA,Anoplostoma:151347
Otu451,21,1,0,0,2,8,6,1,3,0,0,2,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Abeoformidae;MAIP;NA;NA;NA,Ichthyosporea:127916
Otu77,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;NA;NA;NA;NA;NA,Turbellaria:166384
Otu450,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae;Rimostrombidium;NA;NA;NA,Rimostrombidium:415604
Otu129,1,0,0,0,6,105,0,2,82,0,0,17,7,278,7,3,378,Main genome;Eukaryota;Stramenopiles;Ochrophyta;NA;NA;NA;NA;NA;NA;NA,Ochrophyta:2696291
Otu128,0,0,0,0,0,0,0,0,0,0,0,7,235,4,0,11,5,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Eupogodon;NA;NA;NA,Eupogodon:94294
Otu126,0,0,0,0,13,0,0,238,0,0,0,9,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Cirratulus;NA;NA;NA;NA;NA,Cirratulus:104698
Otu125,0,0,0,0,155,258,4,243,47,1,2,0,0,18,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Harmothoe;NA;NA;NA;NA;NA,Harmothoe:46594
Otu124,232,92,0,0,49,0,4,30,0,0,0,18,0,0,1,1,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorina;NA;NA;NA;NA,Chromadorina:320052
Otu123,0,0,0,0,1,0,0,180,4,24,0,98,49,228,84,5,68,Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Halisarca;NA;NA;NA;NA,Halisarca:253171
Otu121,0,0,0,0,6,158,0,2,234,12,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;NA;NA;NA;NA,Syndiniales:88547
Otu120,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu909,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,Main genome;Eukaryota;Rhizaria;Foraminifera;Monothalamids;Allogromia;NA;NA;NA;NA;NA,Allogromia:39593
Otu908,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Caenogastropoda;Clypeomorus;NA;NA;NA,Clypeomorus:145871
Otu905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;NA;NA;NA;NA,Insecta:50557
Otu904,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,Main genome;Eukaryota;Archaeplastida;Prasinodermophyta;Prasinodermophyceae;Prasinodermales;Prasinodermaceae;NA;NA;NA;NA,Prasinodermaceae:2806172
Otu907,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu906,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Ensis;NA;NA;NA,Ensis:6586
Otu901,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;NA;NA;NA;NA,Cryomonadida:589444
Otu78,40,15,0,0,45,1152,814,4,403,181,0,81,16,1020,21,2,237,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu902,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Mataza-lineage;NA;NA;NA;NA;NA,Filosa-Thecofilosea:1004930
Otu79,1,0,0,0,22,319,140,31,536,83,0,1,0,34,0,0,81,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Selenidium1;NA;NA;NA;NA;NA,Apicomplexa:5794
