Country,ObservatoryID,UnitID,DateDeployed,DateCollected,EventID,MaterialSampleID,FieldReplicate,Fraction,Preservative,SequencingRunRepeat,SequencingRunComment,Filter,CrateCover,Number of images,Sequences available,SampleRep
BEL,BelgiumCoast,CoastbustersA,2021-04-22,2021-10-08,ARMS_BelgiumCoast_CoastbustersA_20210422_20211008_r1_s1,ARMS_BelgiumCoast_CoastbustersA_20210422_20211008_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,no,19,,s1
SWE,SWC,Gbg3,2020-02-06,2020-05-29,ARMS_SWC_Gbg3_20200206_20200529_r1_s1,ARMS_SWC_Gbg3_20200206_20200529_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,21,COI; ITS; 18S,s1
IRL,Galway,Gurr1,2020-07-21,2021-07-08,ARMS_Galway_Gurr1_20200721_20210708_r1_s1,ARMS_Galway_Gurr1_20200721_20210708_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,yes,21,COI; 18S,s1
SWE,SWC,Varberg2,2020-02-13,2020-06-03,ARMS_SWC_Varberg2_20200213_20200603_r1_s1,ARMS_SWC_Varberg2_20200213_20200603_MF100,ARMS_SWC_Varberg_20200213_20200603,Motile,DMSO,first sequencing run,Not provided,100,not provided,21,COI; ITS; 18S,s1
SVN,GulfOfPiran,BojaVida,2021-07-28,2022-08-16,ARMS_GulfOfPiran_BojaVida_20210728_20220816_r1_s1,ARMS_GulfOfPiran_BojaVida_20210728_20220816_MF38,no replicate,Motile,DMSO,first sequencing run,Not provided,38,Not provided,0,,s1
ESP,Vigo,TorallaC,2020-07-06,2020-10-06,ARMS_Vigo_TorallaC_20200706_20201006_r1_s1,ARMS_Vigo_TorallaC_20200706_20201006_MF500,ARMS_Vigo_Toralla_20200706_20201006,Motile,DMSO,first sequencing run,Not provided,500,not provided,18,COI; 18S,s1
Belgium,BelgiumCoast,CPowerB,2022-06-22,2023-09-05,ARMS_BelgiumCoast_CPowerB_20220622_20230905,ARMS_BelgiumCoast_CPowerB_20220622_20230905_MF500_1,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
POL,Gdynia,GDY,2020-06-10,2021-12-22,ARMS_Gdynia_GDY_20200610_20211222_r1_s1,ARMS_Gdynia_GDY_20200610_20211222_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
DNK,Limfjord,Red2,2020-11-10,2021-11-15,ARMS_Limfjord_Red2_20201110_20211115_r1_s1,ARMS_Limfjord_Red2_20201110_20211115_MF100,ARMS_Limfjord_Limfjord_20201110_20211115,Motile,DMSO,first sequencing run,Not provided,100,no,0,COI; 18S,s1
Belgium,BelgiumCoast,CPowerA,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerA_20210623_20220622,ARMS_BelgiumCoast_CPowerA_20210623_20220622_SF40_3,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
GRC,Crete,1HERP,2018-09-28,2019-01-28,ARMS_Crete_1HERP_20180928_20190128_r1_s1,ARMS_Crete_1HERP_20180928_20190128_PS250_ETOH,no replicate,Plankton,EtOH,first sequencing run,Not provided,250,not provided,140,ITS; 18S,s1
NOR,Svalbard,S1A,2020-08-05,2022-07-29,ARMS_Svalbard_S1A_20200805_20220729_r1_s1,ARMS_Svalbard_S1A_20200805_20220729_MF100_DMSO,ARMS_Svalbard_S1_20200805_20220729,Motile,DMSO,first sequencing run,Not provided,100,Not provided,162,,s1
DNK,Limfjord,Green33,2020-11-10,2021-11-15,ARMS_Limfjord_Green33_20201110_20211115_r1_s1,ARMS_Limfjord_Green33_20201110_20211115_MF500,ARMS_Limfjord_Limfjord_20201110_20211115,Motile,DMSO,first sequencing run,Not provided,500,no,0,COI; 18S,s1
GBR,Rothera,Cheshire1,2019-12-10,2022-02-21,ARMS_Rothera_Cheshire_20191210_20220221_r1_s1,ARMS_Rothera_Cheshire_20191210_20220221_SF,no replicate,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s1
SWE,Koster,VH1,2021-06-08,2022-06-08,ARMS_Koster_VH1_20210608_20220608_r1_s2,ARMS_Koster_VH1_20210608_20220608_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,51,,s2
SWE,Koster,VH3,2018-04-18,2019-05-27,ARMS_Koster_VH3_20180418_20190527_r1_s1,ARMS_Koster_VH3_20180418_20190527_MF100_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,100,yes,109,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPOWERB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPOWERB_20210623_20220622_r1_s1,ARMS_BelgiumCoast_CPOWERB_20210623_20220622_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,0,,s1
FIN,TZS,Spikarna,2021-06-07,2021-11-22,ARMS_TZS_Spikarna_20210607_20211122_r1_s2,ARMS_TZS_Spikarna_20210607_20211122_SF40_DMSO,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,18,,s2
BEL,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF500_3,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
Belgium,BelgiumCoast,CPowerB,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerB_20231023_20240718,ARMS_BelgiumCoast_CPowerB_20231023_20240718_MF500_2,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
SWE,Koster,VH3,2021-06-08,2022-06-09,ARMS_Koster_VH3_20210608_20220609_r1_s2,ARMS_Koster_VH3_20210608_20220609_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,0,,s2
SWE,SWC,Preemraff2,2020-04-01,2020-07-15,ARMS_SWC_Preemraff2_20200401_20200715_r1_s1,ARMS_SWC_Preemraff2_20200401_20200715_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,21,COI; ITS; 18S,s1
GRC,Crete,1HERP,2020-09-03,2021-06-26,ARMS_Crete_1HERP_20200903_20210626_r1_s1,ARMS_Crete_1HERP_20200903_20210626_SF,no replicate,Motile,Frozen,first sequencing run,Not provided,500,no,0,,s1
NOR,Bodo,GStraB,2019-06-21,2020-12-07,ARMS_Bodo_GStraB_20190621_20201207_r1_s1,ARMS_Bodo_GStraB_20190621_20201207_SF50_A,ARMS_Bodo_GStra_20190621_20201207,Sessile,DMSO,first sequencing run,Not provided,50,not provided,21,COI; 18S,s1
FRA,Roscoff,BasBloS2,2020-05-29,2021-05-19,ARMS_Roscoff_BasBloS2_20200529_20210519_r1_s1,ARMS_Roscoff_BasBloS2_20200529_20210519_SFA,EMOBON_Roscoff_BasBloS_20200529_20210518,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s1
DNK,Limfjord,Green33,2020-11-10,2021-11-15,ARMS_Limfjord_Green33_20201110_20211115_r1_s1,ARMS_Limfjord_Green33_20201110_20211115_SF40,ARMS_Limfjord_Limfjord_20201110_20211115,Sessile,DMSO,first sequencing run,Not provided,40,no,0,COI; 18S,s1
FIN,TZS,Kummelkobben,2021-06-08,2021-11-22,ARMS_TZS_Kummelkoben_20210608_20211122_r1_s1,ARMS_TZS_Kummelkobben_20210608_20211122_MF500_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,0,,s1
FRA,Roscoff,MarBloR1,2019-06-12,2019-09-16,ARMS_Roscoff_MarBloR1_20190612_20190916_r1_s1,ARMS_Roscoff_MarBloR1_20190612_20190916_MF500,ARMS_Roscoff_MarBloR_20190612_20190916,Motile,DMSO,first sequencing run,Not provided,500,not provided,18,COI; ITS; 18S,s1
Belgium,BelgiumCoast,AJJC81,2020-05-06,2020-10-12,ARMS_BelgiumCoast_AJJC81_20200506_20201012,ARMS_BelgiumCoast_AJJC81_20200506_20201012_SF40,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
BEL,BelgiumCoast,CPowerC,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerC_20210623_20220622,ARMS_BelgiumCoast_CPowerC_20210623_20220622_SF40_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
NOR,Bodo,GStraM,2019-06-21,2020-12-07,ARMS_Bodo_GStraM_20190621_20201207_r1_s1,ARMS_Bodo_GStraM_20190621_20201207_SF50_A,ARMS_Bodo_GStra_20190621_20201207,Sessile,DMSO,first sequencing run,Not provided,50,not provided,21,COI; 18S,s1
Belgium,BelgiumCoast,CPowerB,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerB_20231023_20240718,ARMS_BelgiumCoast_CPowerB_20231023_20240718_SF40_2,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
GBR,Plymouth,MBA1,2018-07-01,2018-10-01,ARMS_Plymouth_MBA1_20180701_20181001_r1_s1,ARMS_Plymouth_MBA1_20180701_20181001_MF100_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,24,COI; 18S,s1
ISR,Eilat,NR3,2020-12-27,2022-01-05,ARMS_Eilat_NR3_20201227_20220105_r1_s1,ARMS_Eilat_NR3_20201227_20220105_MF100,EMOBON_Eilat_NR_20201227_20211229,Motile,DMSO,first sequencing run,Not provided,100,not provided,0,,s1
FRA,Roscoff,MarBloR3,2019-06-12,2019-09-18,ARMS_Roscoff_MarBloR3_20190612_20190918_r1_s1,ARMS_Roscoff_MarBloR3_20190612_20190918_SF40,ARMS_Roscoff_MarBloR_20190612_20190916,Sessile,DMSO,first sequencing run,Not provided,40,not provided,18,COI; ITS; 18S,s1
ITA,AdriaticEastCoast,Ven2,2021-06-23,2022-07-13,ARMS_AdriaticEastCoast_VEN2_20210623_20220713_r1_s1,ARMS_AdriaticEastCoast_VEN2_20210623_20220713_MF500,ARMS_AdriaticEastCoast_VEN_20210623_20220713,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
Belgium,BelgiumCoast,CPowerB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerB_20210623_20220622,ARMS_BelgiumCoast_CPowerB_20210623_20220622_MF100_2,Not provided,motile fraction,Not provided,Not provided,Not provided,100,Not provided,0,,Not provided
BEL,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF100_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
Belgium,BelgiumCoast,CPowerB,2022-06-22,2023-09-05,ARMS_BelgiumCoast_CPowerB_20220622_20230905,ARMS_BelgiumCoast_CPowerB_20220622_20230905_MF500_2,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
GRC,Crete,1HERP,2018-09-28,2019-01-28,ARMS_Crete_1HERP_20180928_20190128_r1_s1,ARMS_Crete_1HERP_20180928_20190128_SED,no replicate,Sediment,Frozen,first sequencing run,Not provided,N/A (No filter was used),not provided,140,COI; ITS; 18S,s1
BEL,BelgiumCoast,BirkenfelsB,2020-06-17,2021-03-09,ARMS_BelgiumCoast_BirkenfelsB_20200617_20210309_r1_s1,ARMS_BelgiumCoast_BirkenfelsB_20200617_20210309_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,no,37,,s1
FIN,TZS,Angbat,2021-06-09,2022-06-30,ARMS_TZS_Angbat_20210609_20220630_r1_s2,ARMS_TZS_Angbat_20210609_20220630_SF40_ETOH,no replicate,Sessile,ETOH,first sequencing run,Not provided,40,Not provided,0,,s2
ISR,Eilat,Katza2,2021-03-22,2022-03-22,ARMS_Eilat_Katza2_20210322_20220322_r2_s2,ARMS_Eilat_Katza2_20210322_20220322_SF,no replicate,Sessile,DMSO,second sequencing run (repeat),Not provided,not provided,Not provided,0,,s2
ESP,Vigo,TorallaB,2019-06-25,2019-10-14,ARMS_Vigo_TorallaB_20190625_20191014_r2_s1,ARMS_Vigo_TorallaB_20190625_20191014_MF500,ARMS_Vigo_Toralla_20190625_20191014,Motile,DMSO,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,500,not provided,18,COI; 18S,s1
Belgium,BelgiumCoast,CPowerB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerB_20210623_20220622,ARMS_BelgiumCoast_CPowerB_20210623_20220622_SF40_1,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
ISR,Eilat,Katza1,2018-10-24,2020-07-06,ARMS_Eilat_Katza1_20181024_20200706_r1_s1,ARMS_Eilat_Katza1_20181024_20200706_MF500,no replicate,Motile,DMSO,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences,500,not provided,213,COI; 18S,s1
SVN,GulfOfPiran,Fornace,2018-08-15,2018-11-18,ARMS_GulfOfPiran_Fornace_20180815_20181118_r1_s1,ARMS_GulfOfPiran_Fornace_20180815_20181118_SF_DMSO,no replicate,Sessile,DMSO,first sequencing run,Not provided,not provided,not provided,154,COI; 18S,s1
FRA,Roscoff,BasBloS1,2021-05-19,2022-05-09,ARMS_Roscoff_BasBloS1_20210519_20220509_r1_s1,ARMS_Roscoff_BasBloS1_20210519_20220509_MF100,EMOBON_Roscoff_BasBloS_20210519_20220509,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
BEL,BelgiumCoast,AJJC86,2020-05-06,2020-10-12,ARMS_BelgiumCoast_AJJC86_20200506_20201012_r1_s1,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,no,35,COI; ITS; 18S,s1
NOR,Svalbard,S1,2018-07-06,2019-08-06,ARMS_Svalbard_S1_20180706_20190806_r1_s1,ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH,no replicate,Motile,EtOH,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences,100,not provided,197,COI; 18S,s1
POL,Gdynia,GDY1,2019-06-19,2019-10-29,ARMS_Gdynia_GDY1_20190619_20191029_r1_s1,ARMS_Gdynia_GDY1_20190619_20191029_SF38,no replicate,Sessile,DMSO,first sequencing run,Not provided,38,not provided,154,COI; 18S,s1
POL,Gdynia,GDY,2020-06-10,2021-12-22,ARMS_Gdynia_GDY_20200610_20211222_r1_s1,ARMS_Gdynia_GDY_20200610_20211222_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
BEL,BelgiumCoast,CPowerB,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerB_20231023_20240718,ARMS_BelgiumCoast_CPowerB_20231023_20240718_MF500_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
ITA,RavMarina,RAVM,2021-04-22,2021-07-22,ARMS_RavMarina_RavM3_20210422_20210722_r1_s1,ARMS_RavMarina_RavM3_20210422_20210722_MF100,ARMS_RavMarina_RavM_20210422_20210722,Motile,DMSO,first sequencing run,Not provided,100,not provided,21,COI; 18S,s1
ESP,Vigo,TorallaB,2020-07-06,2020-10-06,ARMS_Vigo_TorallaB_20200706_20201006_r1_s1,ARMS_Vigo_TorallaB_20200706_20201006_SF40,ARMS_Vigo_Toralla_20200706_20201006,Sessile,DMSO,first sequencing run,Not provided,40,not provided,18,COI; 18S,s1
BEL,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_SF40_3,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
SWE,Koster,VH3,2019-05-27,2020-07-16,ARMS_Koster_VH3_20190527_20200716_r1_s1,ARMS_Koster_VH3_20190527_20200716_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,31,COI; ITS; 18S,s1
FRA,Roscoff,MarBloR2,2019-06-12,2019-09-17,ARMS_Roscoff_MarBloR2_20190612_20190917_r1_s1,ARMS_Roscoff_MarBloR2_20190612_20190917_SF40,ARMS_Roscoff_MarBloR_20190612_20190916,Sessile,DMSO,first sequencing run,Not provided,40,not provided,18,COI; ITS; 18S,s1
BEL,BelgiumCoast,AJJCD89,2021-02-25,2021-08-19,ARMS_BelgiumCoast_AJJCD89_20210225_20210819_r1_s1,ARMS_BelgiumCoast_AJJCD89_20210225_20210819_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,no,19,COI; 18S,s1
ESP,Vigo,TorallaB,2021-07-01,2021-10-09,ARMS_Vigo_TorallaB_20210701_20211009_r1_s1,ARMS_Vigo_TorallaB_20210701_20211009_SF,EMOBON_Vigo_Toralla_20210701_20211009,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s1
NOR,Bodo,GStraB,2021-06-17,2022-11-17,ARMS_Bodo_GStraB_20210617_20221117_r1_s1,ARMS_Bodo_GStraB_20210617_20221117_MF500,ARMS_Bodo_GStra_20210617_20221117,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
SWE,SWC,Preemraff1,2020-04-01,2020-07-15,ARMS_SWC_Preemraff1_20200401_20200715_r1_s1,ARMS_SWC_Preemraff1_20200401_20200715_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,19,COI; ITS; 18S,s1
SVN,GulfOfPiran,BojaVida,2021-07-28,2022-08-16,ARMS_GulfOfPiran_BojaVida_20210728_20220816_r1_s1,ARMS_GulfOfPiran_BojaVida_20210728_20220816_SF1000,no replicate,Sessile,DMSO,first sequencing run,Not provided,1000,Not provided,0,,s1
BEL,BelgiumCoast,CPowerB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerB_20210623_20220622,ARMS_BelgiumCoast_CPowerB_20210623_20220622_MF500_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
ITA,RavHarbour,RAVH,2021-04-22,2021-07-22,ARMS_RavHarbour_RavH2_20210422_20210722_r1_s1,ARMS_RavHarbour_RavH2_20210422_20210722_SF40,ARMS_RavHarbour_RavH_20210422_20210722,Sessile,DMSO,first sequencing run,Not provided,40,not provided,23,COI; 18S,s1
ESP,Getxo,G3,2020-06-24,2020-11-03,ARMS_Getxo_G3_20200624_20201103_r1_s1,ARMS_Getxo_G3_20200624_20201103_MF100,ARMS_Getxo_G_20200624_20201103,Motile,DMSO,first sequencing run,Not provided,100,not provided,255,COI; ITS; 18S,s1
IRL,Galway,Gurr2,2021-07-20,2022-09-07,ARMS_Galway_Gurr2_20210720_20220907_r1_s1,ARMS_Galway_Gurr2_20210720_20220907_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,Not provided,20,,s1
BEL,BelgiumCoast,CPowerC,2022-05-22,2023-09-05,ARMS_BelgiumCoast_CPowerC_20220522_20230905,ARMS_BelgiumCoast_CPowerC_20220622_20230905_MF100_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
FRA,Roscoff,MarBloR1,2018-07-09,2018-10-24,ARMS_Roscoff_MarBloR1_20180709_20181024_r1_s1,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_ETOH,ARMS_Roscoff_MarBloR_20180709_20181024,Motile,EtOH,first sequencing run,Not provided,500,not provided,18,COI; 18S,s1
NOR,Svalbard,S1B,2020-08-06,2022-07-31,ARMS_Svalbard_S1B_20200806_20220731_r1_s1,ARMS_Svalbard_S1B_20200806_20220731_MF500_DMSO,ARMS_Svalbard_S1_20200805_20220729,Motile,DMSO,first sequencing run,Not provided,500,Not provided,186,,s1
SWE,Koster,VH2,2020-07-16,2021-06-08,ARMS_Koster_VH2_20200716_20210608_r1_s1,ARMS_Koster_VH2_20200716_20210608_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,23,COI; 18S,s1
ESP,Vigo,TorallaC,2020-07-06,2020-10-06,ARMS_Vigo_TorallaC_20200706_20201006_r1_s1,ARMS_Vigo_TorallaC_20200706_20201006_MF100,ARMS_Vigo_Toralla_20200706_20201006,Motile,DMSO,first sequencing run,Not provided,100,not provided,18,,s1
SWE,Koster,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527_r1_s1,ARMS_Koster_VH1_20180418_20190527_MF500_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,500,yes,117,COI; ITS; 18S,s1
ESP,Getxo,G2,2021-07-29,2021-11-24,ARMS_Getxo_G2_20210729_20211124_r1_s2,ARMS_Getxo_G2_20210729_20211124_SF,EMOBON_Getxo_G_20210729_20211124,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s2
Belgium,BelgiumCoast,CPowerA,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerA_20210623_20220622,ARMS_BelgiumCoast_CPowerA_20210623_20220622_MF100_2,Not provided,motile fraction,Not provided,Not provided,Not provided,100,Not provided,0,,Not provided
FRA,Roscoff,BasBloS2,2019-06-12,2020-05-28,ARMS_Roscoff_BasBloS2_20190612_20200528_r1_s1,ARMS_Roscoff_BasBloS2_20190612_20200528_MF100,ARMS_Roscoff_BasBloS_20190612_20200527,Motile,DMSO,first sequencing run,Not provided,100,not provided,0,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_MF100_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
GRC,Crete,1HERP,2020-09-03,2021-10-12,ARMS_Crete_1HERP_20200903_20211012_r1_s1,ARMS_Crete_1HERP_20200903_20211012_MF90,no replicate,Sessile,Frozen,first sequencing run,Not provided,N/A (No filter was used),no,171,,s1
ISR,Eilat,Katza2,2018-10-24,2020-08-03,ARMS_Eilat_Katza2_20181024_20200803_r1_s1,ARMS_Eilat_Katza2_20181024_20200803_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,231,COI; 18S,s1
DNK,Laeso,Laeso2,2021-08-19,2022-08-15,ARMS_Laeso_Laeso2_20210819_20220815_r1_s1,ARMS_Laeso_Laeso2_20210819_20220815_MF500,ARMS_Laeso_Laeso_20210819_20220815,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
SWE,Koster,VH1,2019-05-27,2020-07-16,ARMS_Koster_VH1_20190527_20200716_r1_s1,ARMS_Koster_VH1_20190527_20200716_MF500,no replicate,Motile,DMSO,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences,500,not provided,36,COI; ITS; 18S,s1
FRA,Roscoff,MarBloR3,2021-06-21,2021-10-13,ARMS_Roscoff_MarBloR3_20210621_20211013_r1_s1,ARMS_Roscoff_MarBloR3_20210621_20211013_MF100,EMOBON_Roscoff_MarBloR_20210621_20211011,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
FIN,TZS,Angbat,2021-06-08,2021-11-24,ARMS_TZS_Angbat_20210608_20211124_r1_s2,ARMS_TZS_Angbat_20210608_20211124_MF500_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,19,,s2
GRC,Crete,1HERP,2018-09-28,2019-01-28,ARMS_Crete_1HERP_20180928_20190128_r1_s1,ARMS_Crete_1HERP_20180928_20190128_MF500_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,500,yes,140,COI; ITS; 18S,s1
POL,Gdynia,GDY,2020-06-10,2021-12-22,ARMS_Gdynia_GDY_20200610_20211222_r2_s1,ARMS_Gdynia_GDY_20200610_20211222_MF500,no replicate,Motile,DMSO,second sequencing run (repeat),Not provided,500,Not provided,0,,s1
BEL,BelgiumCoast,BirkenfelsA,2020-06-17,2021-03-09,ARMS_BelgiumCoast_BirkenfelsA_20200617_20210309_r1_s1,ARMS_BelgiumCoast_BirkenfelsA_20200617_20210309_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,no,19,,s1
DNK,Laeso,Laeso1,2021-08-19,2022-08-15,ARMS_Laeso_Laeso1_20210819_20220815_r1_s1,ARMS_Laeso_Laeso1_20210819_20220815_MF500,ARMS_Laeso_Laeso_20210819_20220815,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
FIN,TZS,Angbat,2020-06-08,2020-11-17,ARMS_TZS_Angbat_20200608_20201117_r1_s1,ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,100,not provided,109,COI; ITS; 18S,s1
ISR,Eilat,NR1,2020-12-27,2021-12-29,ARMS_Eilat_NR1_20201227_20211229_r1_s2,ARMS_Eilat_NR1_20201227_20211229_SF,EMOBON_Eilat_NR_20201227_20211229,Sessile,DMSO,first sequencing run,Not provided,not provided,not provided,0,,s2
NOR,Svalbard,S2,2019-08-05,2020-08-01,ARMS_Svalbard_S2_20190805_20200801_r1_s1,ARMS_Svalbard_S2_20190805_20200801_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,294,COI; 18S,s1
ISR,Eilat,NR1,2020-12-27,2021-12-29,ARMS_Eilat_NR1_20201227_20211229_r1_s1,ARMS_Eilat_NR1_20201227_20211229_SF,EMOBON_Eilat_NR_20201227_20211229,Sessile,DMSO,first sequencing run,Not provided,not provided,not provided,0,,s1
Belgium,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF100_3,Not provided,motile fraction,Not provided,Not provided,Not provided,100,Not provided,0,,Not provided
SWE,Koster,VH3,2020-07-16,2021-06-08,ARMS_Koster_VH3_20200716_20210608_r1_s1,ARMS_Koster_VH3_20200716_20210608_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,24,COI; 18S,s1
FIN,TZS,Kummelkobben,2021-06-09,2022-06-22,ARMS_TZS_Kummelkobben_20210609_20220622_r1_s1,ARMS_TZS_Kummelkobben_20210609_20220622_SF40_ETOH,no replicate,Sessile,EtOH,first sequencing run,Not provided,40,not provided,18,,s1
FRA,Roscoff,BasBloS1,2021-05-19,2022-05-09,ARMS_Roscoff_BasBloS1_20210519_20220509_r1_s1,ARMS_Roscoff_BasBloS1_20210519_20220509_SFA,EMOBON_Roscoff_BasBloS_20210519_20220509,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s1
ISR,Eilat,NR2,2018-10-17,2020-05-24,ARMS_Eilat_NR2_20181017_20200524_r1_s1,ARMS_Eilat_NR2_20181017_20200524_SF45,ARMS_Eilat_NR_20181017_20200204,Sessile,DMSO,first sequencing run,Not provided,45,not provided,183,COI; 18S,s1
SWE,SWC,Helsingborg1,2020-03-05,2020-06-04,ARMS_SWC_Helsingborg1_20200305_20200604_r1_s1,ARMS_SWC_Helsingborg1_20200305_20200604_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,23,COI; ITS; 18S,s1
ESP,Vigo,TorallaB,2020-07-06,2020-10-06,ARMS_Vigo_TorallaB_20200706_20201006_r1_s1,ARMS_Vigo_TorallaB_20200706_20201006_MF500,ARMS_Vigo_Toralla_20200706_20201006,Motile,DMSO,first sequencing run,Not provided,500,not provided,18,COI; 18S,s1
ISR,Eilat,NR2,2020-12-27,2022-01-03,ARMS_Eilat_NR2_20201227_20220103_r2_s1,ARMS_Eilat_NR2_20201227_20220103_MF100,ARMS_Eilat_NR_20201227_20211229,Motile,DMSO,second sequencing run (repeat),Not provided,100,Not provided,0,,s1
