EventID,MaterialSampleID,Gene_COI,Gene_COI_negative_control,Gene_COI_demultiplexed,Gene_COI_comment,Gene_ITS,Gene_ITS_negative_control,Gene_ITS_demultiplexed,Gene_ITS_comment,Gene_18S,Gene_18S_negative_control,Gene_18S_demultiplexed,Gene_18S_comment,OriginalSampleID,ReplicateMaterialSampleID,SequencingRunRepeat,SequencingRunComment
ARMS_Plymouth_MBA1B_20200717_20200922,ARMS_Plymouth_MBA1B_20200717_20200922_MF500,ERR12541438,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541340,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS1B_200717-200922_MF500_DMSO,ARMS_Plymouth_MBA1B_20200717_20200922_MF500_r1,first sequencing run,
ARMS_Plymouth_MBA1B_20200717_20200922,ARMS_Plymouth_MBA1B_20200717_20200922_SF40,ERR12541439,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541341,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS1B_200717-200922_SF_DMSO,ARMS_Plymouth_MBA1B_20200717_20200922_SF40_r1,first sequencing run,
ARMS_Plymouth_MBA1C_20190716_20190920,ARMS_Plymouth_MBA1C_20190716_20190920_MF100,ERR4018676,ERR4018471,MiSeq (indices),none,ERR4018667,ERR4018473,MiSeq (indices),none,ERR4018658,ERR4018472,MiSeq (indices),none,2019_MBA_ARMS1C_MF100_DMSO,ARMS_Plymouth_MBA1C_20190716_20190920_MF100_r1,first sequencing run,
ARMS_Plymouth_MBA1C_20190716_20190920,ARMS_Plymouth_MBA1C_20190716_20190920_MF500,ERR4018675,ERR4018471,MiSeq (indices),none,ERR4018666,ERR4018473,MiSeq (indices),none,ERR4018657,ERR4018472,MiSeq (indices),none,2019_MBA_ARMS1C_MF500_DMSO,ARMS_Plymouth_MBA1C_20190716_20190920_MF500_r1,first sequencing run,
ARMS_Plymouth_MBA1C_20190716_20190920,ARMS_Plymouth_MBA1C_20190716_20190920_SF40,ERR4018677,ERR4018471,MiSeq (indices),none,ERR4018668,ERR4018473,MiSeq (indices),none,ERR4018659,ERR4018472,MiSeq (indices),none,2019_MBA_ARMS1C_SF_DMSO,ARMS_Plymouth_MBA1C_20190716_20190920_SF40_r1,first sequencing run,
ARMS_Plymouth_MBA1C_20200717_20200923,ARMS_Plymouth_MBA1C_20200717_20200923_MF100,ERR12541440,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541342,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS1C_200717-200923_MF100_DMSO,ARMS_Plymouth_MBA1C_20200717_20200923_MF100_r1,first sequencing run,
ARMS_Plymouth_MBA1C_20200717_20200923,ARMS_Plymouth_MBA1C_20200717_20200923_MF500,ERR12541441,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541343,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS1C_200717-200923_MF500_DMSO,ARMS_Plymouth_MBA1C_20200717_20200923_MF500_r1,first sequencing run,
ARMS_Plymouth_MBA1C_20200717_20200923,ARMS_Plymouth_MBA1C_20200717_20200923_SF40,ERR12541442,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541344,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS1C_200717-200923_SF_DMSO,ARMS_Plymouth_MBA1C_20200717_20200923_SF40_r1,first sequencing run,
ARMS_Plymouth_MBA1_20180701_20181001,ARMS_Plymouth_MBA1_20180701_20181001_MF100_DMSO,ERR7125591,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125583,ERR7125581,MiSeq (indices),none,MBA_ARMS1-MF100-DMSO,ARMS_Plymouth_MBA1_20180701_20181001_MF100_DMSO_r1,first sequencing run,
ARMS_Plymouth_MBA1_20180701_20181001,ARMS_Plymouth_MBA1_20180701_20181001_MF100_ETOH,ERR7125592,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125584,ERR7125581,MiSeq (indices),none,MBA_ARMS1-MF100-ETOH,ARMS_Plymouth_MBA1_20180701_20181001_MF100_ETOH_r1,first sequencing run,
ARMS_Plymouth_MBA1_20180701_20181001,ARMS_Plymouth_MBA1_20180701_20181001_MF500_DMSO,ERR7125593,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125585,ERR7125581,MiSeq (indices),none,MBA_ARMS1-MF500-DMSO,ARMS_Plymouth_MBA1_20180701_20181001_MF500_DMSO_r1,first sequencing run,
ARMS_Plymouth_MBA1_20180701_20181001,ARMS_Plymouth_MBA1_20180701_20181001_MF500_ETOH,ERR7125594,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125586,ERR7125581,MiSeq (indices),none,MBA_ARMS1-MF500-ETOH,ARMS_Plymouth_MBA1_20180701_20181001_MF500_ETOH_r1,first sequencing run,
ARMS_Plymouth_MBA1_20180701_20181001,ARMS_Plymouth_MBA1_20180701_20181001_SF40_DMSO,ERR7125595,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125587,ERR7125581,MiSeq (indices),none,MBA_ARMS1-SF-DMSO,ARMS_Plymouth_MBA1_20180701_20181001_SF40_DMSO_r1,first sequencing run,
ARMS_Plymouth_MBA1_20180701_20181001,ARMS_Plymouth_MBA1_20180701_20181001_SF40_ETOH,ERR7125596,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125588,ERR7125581,MiSeq (indices),none,MBA_ARMS1-SF-ETOH,ARMS_Plymouth_MBA1_20180701_20181001_SF40_ETOH_r1,first sequencing run,
ARMS_Plymouth_MBA2_20180701_20181001,ARMS_Plymouth_MBA2_20180701_20181001_MF100_DMSO,none,none,none,no successful amplification,ERR4018647,ERR4018475,MiSeq (indices),none,ERR4605220,ERR4605902,MiSeq (indices) / cutadapt (primers),none,MBA_ARMS2-MF100-DMSO,ARMS_Plymouth_MBA2_20180701_20181001_MF100_DMSO_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_Plymouth_MBA2_20180701_20181001,ARMS_Plymouth_MBA2_20180701_20181001_MF100_DMSO,none,none,none,no successful amplification,none,none,none,discontinued,none,none,none,no successful amplification,MBA_ARMS2-MF100-DMSO,ARMS_Plymouth_MBA2_20180701_20181001_MF100_DMSO_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Plymouth_MBA2_20180701_20181001,ARMS_Plymouth_MBA2_20180701_20181001_MF100_ETOH,none,none,none,no successful amplification,ERR4018648,ERR4018475,MiSeq (indices),none,ERR4605221,ERR4605902,MiSeq (indices) / cutadapt (primers),none,MBA_ARMS2-MF100-ETOH,ARMS_Plymouth_MBA2_20180701_20181001_MF100_ETOH_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_Plymouth_MBA2_20180701_20181001,ARMS_Plymouth_MBA2_20180701_20181001_MF100_ETOH,none,none,none,no successful amplification,none,none,none,discontinued,none,none,none,no successful amplification,MBA_ARMS2-MF100-ETOH,ARMS_Plymouth_MBA2_20180701_20181001_MF100_ETOH_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Plymouth_MBA2_20180701_20181001,ARMS_Plymouth_MBA2_20180701_20181001_MF500_ETOH,ERR4018650,ERR4018737,MiSeq (indices),none,ERR4018649,ERR4018475,MiSeq (indices),none,ERR4605222,ERR4605902,MiSeq (indices) / cutadapt (primers),none,MBA_ARMS2-MF500-ETOH,ARMS_Plymouth_MBA2_20180701_20181001_MF500_ETOH_r1,first sequencing run,
ARMS_Plymouth_MBA2_20180701_20181001,ARMS_Plymouth_MBA2_20180701_20181001_SF40_DMSO,ERR7125597,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125589,ERR7125581,MiSeq (indices),none,MBA_ARMS2-SF-DMSO,ARMS_Plymouth_MBA2_20180701_20181001_SF40_DMSO_r1,first sequencing run,
ARMS_Plymouth_MBA2_20180701_20181001,ARMS_Plymouth_MBA2_20180701_20181001_SF40_ETOH,ERR7125598,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125590,ERR7125581,MiSeq (indices),none,MBA_ARMS2-SF-ETOH,ARMS_Plymouth_MBA2_20180701_20181001_SF40_ETOH_r1,first sequencing run,
ARMS_RavHarbour_RavH1_20210422_20210722,ARMS_RavHarbour_RavH1_20210422_20210722_MF100,ERR12541443,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541345,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVH1_20210422-20210722_MF100_A,ARMS_RavHarbour_RavH1_20210422_20210722_MF100_r1,first sequencing run,
ARMS_RavHarbour_RavH1_20210422_20210722,ARMS_RavHarbour_RavH1_20210422_20210722_MF500,ERR12541444,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541346,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVH1_20210422-20210722_MF500_A,ARMS_RavHarbour_RavH1_20210422_20210722_MF500_r1,first sequencing run,
ARMS_RavHarbour_RavH1_20210422_20210722,ARMS_RavHarbour_RavH1_20210422_20210722_SF40,ERR12541445,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541347,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVH1_20210422-20210722_SF40_A,ARMS_RavHarbour_RavH1_20210422_20210722_SF40_r1,first sequencing run,
ARMS_RavHarbour_RavH2_20210422_20210722,ARMS_RavHarbour_RavH2_20210422_20210722_MF100,ERR12541446,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541348,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVH2_20210422-20210722_MF100_A,ARMS_RavHarbour_RavH2_20210422_20210722_MF100_r1,first sequencing run,
ARMS_RavHarbour_RavH2_20210422_20210722,ARMS_RavHarbour_RavH2_20210422_20210722_MF500,ERR12541447,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541349,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVH2_20210422-20210722_MF500_A,ARMS_RavHarbour_RavH2_20210422_20210722_MF500_r1,first sequencing run,
ARMS_RavHarbour_RavH2_20210422_20210722,ARMS_RavHarbour_RavH2_20210422_20210722_SF40,ERR12541448,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541350,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVH2_20210422-20210722_SF40_A,ARMS_RavHarbour_RavH2_20210422_20210722_SF40_r1,first sequencing run,
ARMS_RavHarbour_RavH3_20210422_20210722,ARMS_RavHarbour_RavH3_20210422_20210722_MF100,ERR12541449,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541351,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVH3_20210422-20210722_MF100_A,ARMS_RavHarbour_RavH3_20210422_20210722_MF100_r1,first sequencing run,
ARMS_RavHarbour_RavH3_20210422_20210722,ARMS_RavHarbour_RavH3_20210422_20210722_MF500,ERR12541450,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541352,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVH3_20210422-20210722_MF500_A,ARMS_RavHarbour_RavH3_20210422_20210722_MF500_r1,first sequencing run,
ARMS_RavHarbour_RavH3_20210422_20210722,ARMS_RavHarbour_RavH3_20210422_20210722_SF40,ERR12541451,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541353,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVH3_20210422-20210722_SF40_A,ARMS_RavHarbour_RavH3_20210422_20210722_SF40_r1,first sequencing run,
ARMS_RavMarina_RavM1_20210422_20210722,ARMS_RavMarina_RavM1_20210422_20210722_MF100,ERR12541452,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541354,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVM1_20210422-20210722_MF100_A,ARMS_RavMarina_RavM1_20210422_20210722_MF100_r1,first sequencing run,
ARMS_RavMarina_RavM1_20210422_20210722,ARMS_RavMarina_RavM1_20210422_20210722_MF500,ERR12541453,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541355,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVM1_20210422-20210722_MF500_A,ARMS_RavMarina_RavM1_20210422_20210722_MF500_r1,first sequencing run,
ARMS_RavMarina_RavM1_20210422_20210722,ARMS_RavMarina_RavM1_20210422_20210722_SF40,ERR12541454,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541356,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVM1_20210422-20210722_SF40_A,ARMS_RavMarina_RavM1_20210422_20210722_SF40_r1,first sequencing run,
ARMS_RavMarina_RavM2_20210422_20210722,ARMS_RavMarina_RavM2_20210422_20210722_MF100,ERR12541455,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541357,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVM2_20210422-20210722_MF100_A,ARMS_RavMarina_RavM2_20210422_20210722_MF100_r1,first sequencing run,
ARMS_RavMarina_RavM2_20210422_20210722,ARMS_RavMarina_RavM2_20210422_20210722_MF500,ERR12541456,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541358,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVM2_20210422-20210722_MF500_A,ARMS_RavMarina_RavM2_20210422_20210722_MF500_r1,first sequencing run,
ARMS_RavMarina_RavM2_20210422_20210722,ARMS_RavMarina_RavM2_20210422_20210722_SF40,ERR12541457,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541359,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVM2_20210422-20210722_SF40_A,ARMS_RavMarina_RavM2_20210422_20210722_SF40_r1,first sequencing run,
ARMS_RavMarina_RavM3_20210422_20210722,ARMS_RavMarina_RavM3_20210422_20210722_MF100,ERR12541458,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541360,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVM3_20210422-20210722_MF100_A,ARMS_RavMarina_RavM3_20210422_20210722_MF100_r1,first sequencing run,
ARMS_RavMarina_RavM3_20210422_20210722,ARMS_RavMarina_RavM3_20210422_20210722_MF500,ERR12541459,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541361,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVM3_20210422-20210722_MF500_A,ARMS_RavMarina_RavM3_20210422_20210722_MF500_r1,first sequencing run,
ARMS_RavMarina_RavM3_20210422_20210722,ARMS_RavMarina_RavM3_20210422_20210722_SF40,ERR12541460,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541362,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_RAVM3_20210422-20210722_SF40_A,ARMS_RavMarina_RavM3_20210422_20210722_SF40_r1,first sequencing run,
ARMS_Roscoff_BasBloS1_20180711_20181025,ARMS_Roscoff_BasBloS1_20180711_20181025_MF100_DMSO,ERR7125631,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125618,ERR7125581,MiSeq (indices),none,BasBlo_2018-MF100-DMSO_1,ARMS_Roscoff_BasBloS1_20180711_20181025_MF100_DMSO_r1,first sequencing run,
ARMS_Roscoff_BasBloS1_20180711_20181025,ARMS_Roscoff_BasBloS1_20180711_20181025_MF500_DMSO,ERR7125632,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125619,ERR7125581,MiSeq (indices),none,BasBlo_2018-MF500-DMSO_1,ARMS_Roscoff_BasBloS1_20180711_20181025_MF500_DMSO_r1,first sequencing run,
ARMS_Roscoff_BasBloS1_20180711_20181025,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO_A,ERR4018616,ERR3460471,MiSeq (indices),none,ERR4018614,ERR4018475,MiSeq (indices),none,ERR4605227,ERR4605902,MiSeq (indices) / cutadapt (primers),none,BasBlo_2018-SF-DMSO_1,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO_A_r1,first sequencing run,
ARMS_Roscoff_BasBloS1_20180711_20181025,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO_B,ERR7125633,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125620,ERR7125581,MiSeq (indices),none,BasBlo_2018-SF-DMSO_2,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO_B_r1,first sequencing run,
ARMS_Roscoff_BasBloS1_20180711_20181025,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH_A,ERR4018615,ERR3460471,MiSeq (indices),none,ERR4018613,ERR4018475,MiSeq (indices),none,ERR4605226,ERR4605902,MiSeq (indices) / cutadapt (primers),none,BasBlo_2018-SF-ETOH_1,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH_A_r1,first sequencing run,
ARMS_Roscoff_BasBloS1_20180711_20181025,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH_B,ERR7125634,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125621,ERR7125581,MiSeq (indices),none,BasBlo_2018-SF-ETOH_2,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH_B_r1,first sequencing run,
ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF100,ERR7125635,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125622,ERR7125581,MiSeq (indices),none,ARMS_BasBlo_S1_190612-200527_MF100,ARMS_Roscoff_BasBloS1_20190612_20200527_MF100_r1,first sequencing run,
ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500,ERR7125636,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125623,ERR7125581,MiSeq (indices),none,ARMS_BasBlo_S1_190612-200527_MF500,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,first sequencing run,
ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_SF40,ERR7125601,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125602,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125600,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_BasBlo_S1_190612-200527_SF40,ARMS_Roscoff_BasBloS1_20190612_20200527_SF40_r1,first sequencing run,
ARMS_Roscoff_BasBloS2_20190612_20200528,ARMS_Roscoff_BasBloS2_20190612_20200528_MF100,ERR7125604,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125605,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125603,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_BasBlo_S2_190612-200528_MF100,ARMS_Roscoff_BasBloS2_20190612_20200528_MF100_r1,first sequencing run,
ARMS_Roscoff_BasBloS2_20190612_20200528,ARMS_Roscoff_BasBloS2_20190612_20200528_MF500,ERR7125607,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125608,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125606,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_BasBlo_S2_190612-200528_MF500,ARMS_Roscoff_BasBloS2_20190612_20200528_MF500_r1,first sequencing run,
ARMS_Roscoff_BasBloS2_20190612_20200528,ARMS_Roscoff_BasBloS2_20190612_20200528_SF40,ERR7125637,ERR7125582,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR7125624,ERR7125581,MiSeq (indices),none,ARMS_BasBlo_S2_190612-200528_SF40,ARMS_Roscoff_BasBloS2_20190612_20200528_SF40_r1,first sequencing run,
ARMS_Roscoff_BasBloS3_20190612_20200529,ARMS_Roscoff_BasBloS3_20190612_20200529_MF100,ERR7125610,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125611,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125609,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_BasBlo_S3_190612-200529_MF100,ARMS_Roscoff_BasBloS3_20190612_20200529_MF100_r1,first sequencing run,
ARMS_Roscoff_BasBloS3_20190612_20200529,ARMS_Roscoff_BasBloS3_20190612_20200529_MF500,ERR7125613,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125614,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125612,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_BasBlo_S3_190612-200529_MF500,ARMS_Roscoff_BasBloS3_20190612_20200529_MF500_r1,first sequencing run,
ARMS_Roscoff_BasBloS3_20190612_20200529,ARMS_Roscoff_BasBloS3_20190612_20200529_SF40,ERR7125616,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125617,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125615,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_BasBlo_S3_190612-200529_SF40,ARMS_Roscoff_BasBloS3_20190612_20200529_SF40_r1,first sequencing run,
ARMS_Roscoff_MarBloR1_20180709_20181024,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_DMSO,ERR7125638,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125625,ERR7125581,MiSeq (indices),none,MarBlo_2018-MF100-DMSO_1,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_DMSO_r1,first sequencing run,
ARMS_Roscoff_MarBloR1_20180709_20181024,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_ETOH,ERR7125639,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125626,ERR7125581,MiSeq (indices),none,MarBlo_2018-MF100-ETOH_1,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_ETOH_r1,first sequencing run,
ARMS_Roscoff_MarBloR1_20180709_20181024,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_DMSO,ERR7125640,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125627,ERR7125581,MiSeq (indices),none,MarBlo_2018-MF500-DMSO_1,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_DMSO_r1,first sequencing run,
ARMS_Roscoff_MarBloR1_20180709_20181024,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_ETOH,ERR7125641,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125628,ERR7125581,MiSeq (indices),none,MarBlo_2018-MF500-ETOH_1,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_ETOH_r1,first sequencing run,
ARMS_Roscoff_MarBloR1_20180709_20181024,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_DMSO,ERR7125642,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125629,ERR7125581,MiSeq (indices),none,Marblo_2018-SF-DMSO,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_DMSO_r1,first sequencing run,
ARMS_Roscoff_MarBloR1_20180709_20181024,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_ETOH,ERR7125643,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125630,ERR7125581,MiSeq (indices),none,Marblo_2018-SF-ETOH_1,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_ETOH_r1,first sequencing run,
ARMS_Roscoff_MarBloR1_20190612_20190916,ARMS_Roscoff_MarBloR1_20190612_20190916_MF100,ERR4018635,ERR4018471,MiSeq (indices),none,ERR4018626,ERR4018473,MiSeq (indices),none,ERR4018617,ERR4018472,MiSeq (indices),none,2019_MBlo_R1_MF100_DMSO,ARMS_Roscoff_MarBloR1_20190612_20190916_MF100_r1,first sequencing run,
ARMS_Roscoff_MarBloR1_20190612_20190916,ARMS_Roscoff_MarBloR1_20190612_20190916_MF500,ERR4018636,ERR4018471,MiSeq (indices),none,ERR4018627,ERR4018473,MiSeq (indices),none,ERR4018618,ERR4018472,MiSeq (indices),none,2019_MBlo_R1_MF500_DMSO,ARMS_Roscoff_MarBloR1_20190612_20190916_MF500_r1,first sequencing run,
ARMS_Roscoff_MarBloR1_20190612_20190916,ARMS_Roscoff_MarBloR1_20190612_20190916_SF40,ERR4018637,ERR4018471,MiSeq (indices),none,ERR4018628,ERR4018473,MiSeq (indices),none,ERR4018619,ERR4018472,MiSeq (indices),none,2019_MBlo_R1_SF40_DMSO,ARMS_Roscoff_MarBloR1_20190612_20190916_SF40_r1,first sequencing run,
ARMS_Roscoff_MarBloR2_20190612_20190917,ARMS_Roscoff_MarBloR2_20190612_20190917_MF100,ERR4018638,ERR4018471,MiSeq (indices),none,ERR4018629,ERR4018473,MiSeq (indices),none,ERR4018620,ERR4018472,MiSeq (indices),none,2019_MBlo_R2_MF100_DMSO,ARMS_Roscoff_MarBloR2_20190612_20190917_MF100_r1,first sequencing run,
ARMS_Roscoff_MarBloR2_20190612_20190917,ARMS_Roscoff_MarBloR2_20190612_20190917_MF500,ERR4018639,ERR4018471,MiSeq (indices),none,ERR4018630,ERR4018473,MiSeq (indices),none,ERR4018621,ERR4018472,MiSeq (indices),none,2019_MBlo_R2_MF500_DMSO,ARMS_Roscoff_MarBloR2_20190612_20190917_MF500_r1,first sequencing run,
ARMS_Roscoff_MarBloR2_20190612_20190917,ARMS_Roscoff_MarBloR2_20190612_20190917_SF40,ERR4018640,ERR4018471,MiSeq (indices),none,ERR4018631,ERR4018473,MiSeq (indices),none,ERR4018622,ERR4018472,MiSeq (indices),none,2019_MBlo_R2_SF40_DMSO,ARMS_Roscoff_MarBloR2_20190612_20190917_SF40_r1,first sequencing run,
ARMS_Roscoff_MarBloR3_20190612_20190918,ARMS_Roscoff_MarBloR3_20190612_20190918_MF100,ERR4018641,ERR4018471,MiSeq (indices),none,ERR4018632,ERR4018473,MiSeq (indices),none,ERR4018623,ERR4018472,MiSeq (indices),none,2019_MBlo_R3_MF100_DMSO,ARMS_Roscoff_MarBloR3_20190612_20190918_MF100_r1,first sequencing run,
ARMS_Roscoff_MarBloR3_20190612_20190918,ARMS_Roscoff_MarBloR3_20190612_20190918_MF500,ERR4018642,ERR4018471,MiSeq (indices),none,ERR4018633,ERR4018473,MiSeq (indices),none,ERR4018624,ERR4018472,MiSeq (indices),none,2019_MBlo_R3_MF500_DMSO,ARMS_Roscoff_MarBloR3_20190612_20190918_MF500_r1,first sequencing run,
ARMS_Roscoff_MarBloR3_20190612_20190918,ARMS_Roscoff_MarBloR3_20190612_20190918_SF40,ERR4018643,ERR4018471,MiSeq (indices),none,ERR4018634,ERR4018473,MiSeq (indices),none,ERR4018625,ERR4018472,MiSeq (indices),none,2019_MBlo_R3_SF40_DMSO,ARMS_Roscoff_MarBloR3_20190612_20190918_SF40_r1,first sequencing run,
ARMS_SWC_Bjorko1_20200131_20200518,ARMS_SWC_Bjorko1_20200131_20200518_MF100,ERR4914112,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914170,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914054,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Bjorko1_200131-200518_MF100,ARMS_SWC_Bjorko1_20200131_20200518_MF100_r1,first sequencing run,
